Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
7543	1	53.69746	50.54793	3.149527	0.006206414
7544	0	52.8106	49.52486	3.28574	0.005416068
7545	1	53.50022	50.27667	3.223555	0.005763561
7546	0	52.14825	48.82494	3.323316	0.005216332
7547	1	53.63262	50.4322	3.200422	0.005898444
7548	0	53.24847	50.17439	3.074087	0.006692741
7549	1	53.50275	50.27954	3.223201	0.005765603
7550	0	53.70764	50.53692	3.170713	0.006076309
7551	1	53.4556	50.35803	3.097563	0.006537454
7552	0	53.44977	50.35298	3.096795	0.006542473
7553	1	53.63514	50.43531	3.199832	0.005901927
7554	0	53.46107	50.36278	3.098292	0.006532686
7555	1	53.54564	50.43488	3.11076	0.006451742
7556	0	53.01535	49.96209	3.05326	0.006833591
7557	1	53.50292	50.27974	3.223176	0.005765743
7558	0	52.74981	49.71647	3.033336	0.006971112
7559	1	53.31755	50.23635	3.081204	0.006645276
7560	0	53.51847	50.29752	3.220943	0.005778634
7561	1	53.44874	50.35208	3.09666	0.00654336
7562	0	53.42037	50.32732	3.093043	0.006567065
7563	1	52.88932	49.60891	3.280408	0.005445026
7564	0	53.36296	50.12265	3.240307	0.005667817
7565	1	51.53638	48.57129	2.965093	0.007463451
7566	0	50.81108	47.43218	3.378901	0.004934293
7567	1	53.68689	50.50279	3.184098	0.005995521
7568	0	52.98036	49.70646	3.273898	0.005480588
7569	1	53.68603	50.54213	3.143907	0.006241395
7570	0	53.69705	50.51791	3.17914	0.006025322
7571	1	53.63884	50.43989	3.198949	0.005907141
7572	0	53.04939	49.78071	3.268676	0.005509285
7573	1	53.69092	50.50862	3.182297	0.006006327
7574	0	52.93496	49.65777	3.277194	0.005462554
7575	1	52.01214	49.02323	2.988908	0.007287808
7576	0	53.70876	50.54927	3.159487	0.006144909
7577	1	53.27322	50.02378	3.249442	0.005616277
7578	0	53.70462	50.53071	3.173904	0.006056953
7579	1	53.68515	50.50033	3.184825	0.005991165
7580	0	53.70415	50.54999	3.154162	0.006177716
7581	1	53.32612	50.24399	3.082128	0.00663914
7582	0	52.22344	48.9039	3.319541	0.005236063
7583	1	53.29276	50.21418	3.078585	0.006662705
7584	0	53.17242	49.91381	3.258613	0.005565001
7585	1	53.25945	50.0087	3.250754	0.00560891
7586	0	53.60953	50.4041	3.205427	0.005868994
7587	1	52.83388	49.54969	3.28419	0.005424471
7588	0	53.69603	50.51632	3.179712	0.006021874
7589	1	53.46275	50.23417	3.228578	0.005734684
7590	0	53.70958	50.54827	3.161309	0.00613372
7591	1	50.13824	47.2317	2.906545	0.00791346
7592	0	53.44317	50.21212	3.231048	0.005720539
7593	1	53.70863	50.54937	3.159258	0.006146313
7594	0	49.40531	45.98152	3.42379	0.004717697
7595	1	53.6521	50.45653	3.195571	0.005927127
7596	0	53.35893	50.11819	3.240741	0.005665355
7597	1	53.32349	50.24165	3.081843	0.006641032
7598	0	53.43647	50.2046	3.231871	0.005715831
7599	1	53.70423	50.55	3.15423	0.006177298
7600	0	53.70779	50.54981	3.157979	0.006154183
7601	1	53.68556	50.5009	3.184657	0.005992169
7602	0	49.57749	46.69134	2.886151	0.008076506
7603	1	53.69938	50.54869	3.150695	0.006199168
7604	0	53.37567	50.28799	3.08768	0.006602383
7605	1	52.12017	49.12543	2.994738	0.007245444
7606	0	52.37264	49.0609	3.311739	0.005277074
7607	1	53.35774	50.27211	3.085627	0.00661595
7608	0	53.47378	50.37377	3.100016	0.006521435
7609	1	53.31624	50.23518	3.081064	0.006646211
7610	0	51.05401	48.11068	2.943329	0.007627665
7611	1	53.45794	50.36007	3.097874	0.006535419
7612	0	52.69875	49.40583	3.292916	0.005377345
7613	1	53.68062	50.53889	3.141724	0.006255031
7614	0	53.54509	50.32819	3.216894	0.005802079
7615	1	53.55311	50.3375	3.21561	0.005809537
7616	0	53.30102	50.22157	3.079448	0.006656955
7617	1	53.47468	50.37454	3.100139	0.006520633
7618	0	53.68425	50.49906	3.185194	0.005988955
7619	1	52.89576	49.6158	3.27996	0.005447465
7620	0	53.5873	50.37758	3.209719	0.00584386
7621	1	53.47319	50.37325	3.099934	0.006521969
7622	0	53.37446	50.28692	3.087539	0.006603313
7623	1	53.44044	50.34486	3.095583	0.006550408
7624	0	53.63772	50.4385	3.199218	0.005905549
7625	1	53.45225	50.35513	3.09712	0.006540347
7626	0	52.37206	49.06029	3.31177	0.005276909
7627	1	52.31664	49.31079	3.005842	0.007165435
7628	0	52.92876	49.88235	3.046415	0.006880532
7629	1	53.6874	50.50352	3.183881	0.005996822
7630	0	53.53583	50.42665	3.109173	0.006461992
7631	1	53.50841	50.40345	3.104957	0.006489294
7632	0	53.16763	50.10125	3.066387	0.006744476
7633	1	53.67804	50.49048	3.187564	0.005974774
7634	0	53.38843	50.29926	3.089173	0.006592529
7635	1	52.57314	49.55162	3.021527	0.007053919
7636	0	52.77722	49.74197	3.035259	0.00695772
7637	1	53.46725	50.23926	3.227995	0.005738025
7638	0	53.33141	50.2487	3.082703	0.006635326
7639	1	52.93557	49.65842	3.27715	0.005462792
7640	0	53.51236	50.40682	3.105547	0.006485466
7641	1	53.70066	50.52375	3.176915	0.00603874
7642	0	53.54709	50.43609	3.110999	0.006450205
7643	1	53.52753	50.41967	3.107865	0.006470449
7644	0	53.49903	50.39545	3.10358	0.006498235
7645	1	53.542	50.32462	3.21738	0.005799261
7646	0	53.58206	50.37139	3.21067	0.005838304
7647	1	53.22372	50.15206	3.071665	0.006708972
7648	0	53.58206	50.37139	3.21067	0.005838304
7649	1	53.07365	49.80687	3.266774	0.005519774
7650	0	51.50493	48.54132	2.963609	0.007474533
7651	1	53.70223	50.52642	3.175813	0.006045397
7652	0	53.60657	50.40054	3.206025	0.005865486
7653	1	53.64916	50.45281	3.19635	0.00592251
7654	0	53.64382	50.44611	3.197719	0.005914408
7655	1	53.69037	50.54453	3.14584	0.00622934
7656	0	53.05481	49.78655	3.268254	0.005511609
7657	1	52.58615	49.28642	3.299732	0.005340817
7658	0	53.37298	50.13377	3.239214	0.00567401
7659	1	53.4987	50.39517	3.103532	0.006498544
7660	0	53.62236	50.49708	3.125275	0.006358771
7661	1	53.29814	50.05113	3.24701	0.005629951
7662	0	53.35017	50.2654	3.084776	0.006621582
7663	1	51.49371	48.53063	2.963082	0.007478471
7664	0	53.28406	50.03567	3.248393	0.005622171
7665	1	53.67889	50.49163	3.187256	0.005976613
7666	0	53.70613	50.55011	3.156023	0.006166228
7667	1	53.01102	49.95811	3.052909	0.006835995
7668	0	52.99352	49.94203	3.051498	0.006845647
7669	1	52.9725	49.69803	3.274476	0.005477423
7670	0	53.51369	50.29205	3.221639	0.005774613
7671	1	53.66428	50.52814	3.136138	0.006290074
7672	0	53.1045	50.04375	3.060753	0.00678258
7673	1	52.77601	49.74083	3.035173	0.006958319
7674	0	52.77497	49.73987	3.035099	0.006958829
7675	1	53.21458	49.95969	3.254895	0.005585731
7676	0	53.07766	50.01921	3.058444	0.006798258
7677	1	52.65446	49.35882	3.295642	0.005362707
7678	0	53.48679	50.38496	3.101828	0.006509631
7679	1	52.5981	49.29908	3.299026	0.005344589
7680	0	53.68931	50.54396	3.14535	0.006232397
7681	1	53.61067	50.48792	3.122742	0.006374899
7682	0	53.29737	50.05028	3.247086	0.005629521
7683	1	52.62734	49.60229	3.02505	0.007029112
7684	0	53.71007	50.54533	3.164739	0.006112717
7685	1	53.50368	50.39942	3.104259	0.006493827
7686	0	53.57734	50.36583	3.211512	0.005833389
7687	1	53.41002	50.17499	3.235026	0.005697823
7688	0	53.63175	50.43112	3.200624	0.005897254
7689	1	53.42791	50.33392	3.093987	0.00656087
7690	0	53.64484	50.51417	3.13067	0.00632456
7691	1	53.70857	50.53922	3.169343	0.006084641
7692	0	53.69716	50.54781	3.149351	0.00620751
7693	1	53.70813	50.54966	3.158462	0.006151208
7694	0	53.57459	50.45885	3.115737	0.006419717
7695	1	53.68621	50.54223	3.143984	0.006240914
7696	0	53.66911	50.53144	3.137669	0.006280449
7697	1	51.93326	48.9485	2.984761	0.007318094
7698	0	53.22498	50.15319	3.071786	0.006708158
7699	1	53.68828	50.50478	3.183498	0.005999121
7700	0	53.43843	50.2068	3.231631	0.005717202
7701	1	53.70076	50.5239	3.176853	0.006039115
7702	0	52.71577	49.42391	3.291852	0.005383069
7703	1	52.81159	49.77388	3.037707	0.006940704
7704	0	52.06662	49.0748	2.991825	0.007266577
7705	1	53.51612	50.29483	3.221286	0.005776653
7706	0	53.60683	50.40086	3.205972	0.005865798
7707	1	53.7087	50.54932	3.159378	0.006145576
7708	0	51.70993	48.73646	2.973466	0.007401214
7709	1	52.65972	49.36439	3.295321	0.005364424
7710	0	53.70741	50.54993	3.157478	0.006157262
7711	1	53.51245	50.40689	3.10556	0.006485379
7712	0	53.70817	50.54964	3.158524	0.006150828
7713	1	52.72768	49.69587	3.031803	0.006981807
7714	0	53.27492	50.19818	3.076747	0.006674965
7715	1	53.61177	50.4068	3.204968	0.005871689
7716	0	53.26963	50.19342	3.076209	0.006678557
7717	1	53.27463	50.19791	3.076716	0.006675167
7718	0	53.56152	50.44809	3.113431	0.006434537
7719	1	53.20345	50.13373	3.069725	0.006722
7720	0	51.02296	48.08097	2.941993	0.007637857
7721	1	53.52158	50.30109	3.220485	0.005781281
7722	0	50.59205	47.66791	2.924149	0.007775373
7723	1	53.60698	50.48501	3.121975	0.00637979
7724	0	53.64994	50.4538	3.196144	0.005923729
7725	1	53.43701	50.34187	3.095143	0.006553291
7726	0	53.63789	50.50897	3.128914	0.006335673
7727	1	53.70289	50.52758	3.175318	0.006048392
7728	0	53.37542	50.13647	3.238946	0.005675532
7729	1	53.42525	50.19202	3.233228	0.005708081
7730	0	53.31499	50.23406	3.08093	0.0066471
7731	1	52.83304	49.79378	3.039259	0.006929943
7732	0	52.99757	49.72495	3.272621	0.005487593
7733	1	53.69608	50.54734	3.148738	0.006211314
7734	0	53.39035	50.30095	3.0894	0.006591033
7735	1	53.25989	50.00918	3.250713	0.005609143
7736	0	52.65772	49.36228	3.295443	0.005363771
7737	1	53.2163	49.96156	3.25474	0.005586597
7738	0	53.69685	50.51759	3.179255	0.006024624
7739	1	53.2379	49.98513	3.252769	0.005597622
7740	0	52.96715	49.91775	3.049402	0.006860005
7741	1	50.72607	47.7965	2.92957	0.00773334
7742	0	53.38022	50.29201	3.08821	0.006598887
7743	1	53.68752	50.50369	3.183828	0.005997136
7744	0	53.44188	50.21068	3.231207	0.00571963
7745	1	52.60047	49.57718	3.023294	0.00704147
7746	0	53.5452	50.32833	3.216876	0.005802185
7747	1	53.45822	50.22907	3.229157	0.005731363
7748	0	53.62145	50.49638	3.125073	0.006360058
7749	1	53.3853	50.2965	3.088805	0.00659496
7750	0	53.52663	50.4189	3.107725	0.006471358
7751	1	53.69726	50.54785	3.149408	0.006207153
7752	0	53.70995	50.54419	3.165765	0.006106451
7753	1	53.63017	50.5031	3.127062	0.006347422
7754	0	53.55802	50.44519	3.112831	0.006438399
7755	1	53.67057	50.53242	3.138149	0.006277436
7756	0	53.08051	49.81428	3.266229	0.005522782
7757	1	53.49308	50.39036	3.102722	0.00650381
7758	0	53.45399	50.22429	3.229695	0.005728283
7759	1	53.36756	50.12775	3.239807	0.005670648
7760	0	53.70186	50.54949	3.152373	0.006188777
7761	1	53.51149	50.28953	3.221957	0.005772779
7762	0	53.66798	50.47701	3.190962	0.00595451
7763	1	53.50795	50.40306	3.104888	0.006489738
7764	0	53.67001	50.47971	3.19031	0.005958393
7765	1	53.67823	50.5374	3.140824	0.006260663
7766	0	52.9866	49.71316	3.273437	0.005483117
7767	1	53.59902	50.47866	3.120362	0.00639009
7768	0	53.57729	50.46107	3.116227	0.006416569
7769	1	53.45952	50.23053	3.228992	0.00573231
7770	0	53.68873	50.54365	3.145086	0.006234037
7771	1	53.70781	50.53734	3.170477	0.006077744
7772	0	53.26043	50.18515	3.07528	0.006684762
7773	1	53.56478	50.45078	3.113996	0.0064309
7774	0	52.95566	49.67995	3.275704	0.0054707
7775	1	53.70967	50.54276	3.166909	0.006099469
7776	0	52.89661	49.85264	3.043966	0.006897398
7777	1	53.48749	50.26218	3.225309	0.00575346
7778	0	53.32192	50.07731	3.244618	0.005643434
7779	1	53.7097	50.54802	3.161676	0.006131469
7780	0	53.34202	50.25815	3.083869	0.006627592
7781	1	53.40071	50.1646	3.236103	0.00569169
7782	0	52.55674	49.25529	3.301453	0.005331634
7783	1	53.52923	50.4211	3.10813	0.006468733
7784	0	53.6842	50.54106	3.143143	0.006246163
7785	1	53.67874	50.53772	3.141014	0.006259474
7786	0	53.64659	50.51546	3.131124	0.00632169
7787	1	53.59472	50.38639	3.208332	0.005851968
7788	0	53.55116	50.43949	3.111674	0.006445853
7789	1	52.69275	49.39946	3.293289	0.005375339
7790	0	53.40169	50.31093	3.090756	0.006582105
7791	1	53.43787	50.20616	3.2317	0.005716805
7792	0	53.38247	50.1443	3.238165	0.005679966
7793	1	52.72715	49.69539	3.031767	0.006982059
7794	0	53.69624	50.54741	3.148828	0.006210754
7795	1	53.48753	50.3856	3.101932	0.006508954
7796	0	53.70987	50.54372	3.166155	0.00610407
7797	1	53.48753	50.3856	3.101932	0.006508954
7798	0	53.70416	50.52987	3.174297	0.006054573
7799	1	53.64325	50.44539	3.197862	0.005913564
7800	0	52.59495	49.29573	3.299213	0.005343591
7801	1	53.05525	49.78703	3.268219	0.0055118
7802	0	53.68992	50.50716	3.182762	0.006003537
7803	1	53.71002	50.54684	3.163178	0.006122265
7804	0	53.2462	50.17234	3.073862	0.006694246
7805	1	53.4074	50.31595	3.091448	0.006577549
7806	0	52.65945	49.36412	3.295337	0.005364338
7807	1	53.61087	50.40571	3.205154	0.005870599
7808	0	53.37238	50.1331	3.239281	0.005673635
7809	1	53.24593	50.1721	3.073836	0.006694423
7810	0	53.69712	50.54779	3.149331	0.006207633
7811	1	53.66566	50.47398	3.191683	0.005950214
7812	0	51.38252	48.42459	2.957926	0.007517127
7813	1	52.7899	49.5028	3.287102	0.005408699
7814	0	53.6989	50.52085	3.178047	0.006031911
7815	1	53.18513	49.92762	3.257509	0.005571152
7816	0	53.2391	49.98644	3.252658	0.005598244
7817	1	52.20699	48.88661	3.320375	0.005231696
7818	0	51.82098	48.84197	2.979004	0.007360344
7819	1	53.60537	50.39911	3.206264	0.005864088
7820	0	52.86696	49.58502	3.281949	0.005436644
7821	1	53.63995	50.44127	3.198678	0.005908741
7822	0	53.69724	50.51821	3.179034	0.006025961
7823	1	53.60469	50.3983	3.206399	0.005863297
7824	0	52.56071	49.25949	3.301222	0.005332866
7825	1	52.8545	49.81367	3.040829	0.00691907
7826	0	53.69088	50.50857	3.182314	0.006006224
7827	1	53.66259	50.52696	3.135622	0.00629332
7828	0	53.64684	50.44989	3.196953	0.005918941
7829	1	53.66299	50.4705	3.192491	0.005945409
7830	0	52.01359	49.0246	2.988985	0.007287247
7831	1	53.58643	50.37655	3.209879	0.005842927
7832	0	53.55487	50.33955	3.215323	0.005811205
7833	1	52.93093	49.88434	3.046581	0.006879386
7834	0	53.68409	50.54099	3.1431	0.006246433
7835	1	53.62836	50.42696	3.201397	0.005892693
7836	0	53.65611	50.52239	3.133722	0.006305286
7837	1	53.23406	49.98093	3.253123	0.005595642
7838	0	53.48782	50.26256	3.225264	0.005753719
7839	1	53.07773	49.81128	3.26645	0.005521562
7840	0	53.00625	49.73428	3.271971	0.005491162
7841	1	53.68473	50.54137	3.143362	0.006244796
7842	0	53.10679	49.84267	3.264114	0.005534475
7843	1	53.64288	50.44493	3.197955	0.005913015
7844	0	52.16852	49.17111	2.997407	0.007226128
7845	1	53.71008	50.54552	3.164554	0.006113849
7846	0	53.65857	50.52414	3.13443	0.006300825
7847	1	52.83531	49.55122	3.284094	0.005424995
7848	0	53.58583	50.37584	3.209988	0.00584229
7849	1	53.47628	50.24946	3.226813	0.005744817
7850	0	52.27372	49.27036	3.003356	0.007183269
7851	1	52.52824	49.22514	3.303098	0.005322867
7852	0	53.46521	50.23695	3.228261	0.005736503
7853	1	53.68767	50.54306	3.144616	0.006236972
7854	0	53.69393	50.54634	3.147589	0.006218456
7855	1	53.57169	50.35919	3.2125	0.005827629
7856	0	53.22409	50.15239	3.0717	0.006708736
7857	1	51.66416	48.31855	3.345611	0.00510132
7858	0	53.69663	50.51725	3.17938	0.006023873
7859	1	53.70062	50.54912	3.151508	0.006194132
7860	0	53.28441	50.03606	3.248358	0.005622364
7861	1	53.59394	50.38546	3.20848	0.005851104
7862	0	53.69341	50.51232	3.181088	0.006013594
7863	1	53.26783	50.01788	3.249957	0.005613381
7864	0	52.65738	49.63034	3.027039	0.007015143
7865	1	53.30854	50.06257	3.245972	0.005635794
7866	0	53.61232	50.48923	3.123092	0.006372672
7867	1	51.86725	48.88589	2.981356	0.007343051
7868	0	53.69729	50.51829	3.179004	0.006026142
7869	1	52.92704	49.88076	3.046282	0.006881442
7870	0	52.9117	49.86659	3.04511	0.006889515
7871	1	53.58268	50.37212	3.21056	0.005838949
7872	0	52.0393	49.04894	2.990357	0.007277256
7873	1	53.535	50.42596	3.109041	0.006462842
7874	0	53.40101	50.16494	3.236069	0.005691887
7875	1	53.42478	50.1915	3.233284	0.005707759
7876	0	53.70284	50.52747	3.175363	0.006048119
7877	1	53.47389	50.37386	3.100031	0.006521341
7878	0	51.73955	48.39721	3.342339	0.005118042
7879	1	53.70434	50.53019	3.174145	0.006055489
7880	0	51.86551	48.88425	2.981268	0.007343701
7881	1	53.68936	50.50635	3.183013	0.006002027
7882	0	53.47594	50.37563	3.100313	0.006519499
7883	1	53.70824	50.54961	3.158627	0.006150192
7884	0	53.60867	50.40307	3.205602	0.00586797
7885	1	52.61715	49.59277	3.024381	0.007033815
7886	0	53.54555	50.32873	3.216821	0.005802506
7887	1	53.67343	50.53431	3.139115	0.006271373
7888	0	53.70933	50.5415	3.167836	0.006093819
7889	1	49.62981	46.74181	2.887998	0.008061602
7890	0	53.49004	50.38775	3.102288	0.006506634
7891	1	53.69372	50.51279	3.180932	0.006014532
7892	0	53.64053	50.44199	3.198537	0.005909571
7893	1	53.69299	50.54588	3.147107	0.00622145
7894	0	51.00626	47.63445	3.371804	0.004969439
7895	1	53.69299	50.54588	3.147107	0.00622145
7896	0	53.65058	50.4546	3.195977	0.005924718
7897	1	53.70653	50.55008	3.15645	0.006163595
7898	0	53.55755	50.4448	3.112751	0.006438914
7899	1	53.24792	49.99608	3.251838	0.005602836
7900	0	53.51869	50.29778	3.22091	0.005778825
7901	1	53.47993	50.2536	3.226327	0.005747606
7902	0	53.70739	50.53636	3.171031	0.00607438
7903	1	53.36194	50.12153	3.240417	0.005667194
7904	0	53.42861	50.33453	3.094076	0.006560291
7905	1	53.26648	50.19059	3.075889	0.00668069
7906	0	53.67868	50.53769	3.140992	0.006259612
7907	1	53.64579	50.51487	3.130916	0.006323007
7908	0	53.69936	50.5216	3.177759	0.006033644
7909	1	53.47467	50.24765	3.227024	0.005743601
7910	0	53.26541	50.18962	3.075781	0.006681415
7911	1	53.71004	50.54662	3.163419	0.006120795
7912	0	53.51235	50.29052	3.221833	0.005773497
7913	1	53.61556	50.41137	3.204182	0.005876306
7914	0	53.11483	50.05318	3.061655	0.006776465
7915	1	52.56931	49.54803	3.021281	0.007055656
7916	0	51.5033	48.15091	3.352387	0.005066871
7917	1	53.63644	50.43692	3.199524	0.005903743
7918	0	53.62076	50.41769	3.203074	0.005882819
7919	1	53.65337	50.45814	3.195228	0.005929161
7920	0	53.55691	50.34192	3.21499	0.00581314
7921	1	53.70981	50.54771	3.162104	0.006128847
7922	0	52.31726	49.31138	3.005878	0.007165173
7923	1	53.26505	50.18931	3.075745	0.006681652
7924	0	50.99652	48.05566	2.940862	0.007646502
7925	1	53.51484	50.40892	3.10592	0.006483048
7926	0	53.18918	49.93203	3.257153	0.005573131
7927	1	53.10377	50.04308	3.060689	0.006783012
7928	0	53.64894	50.51719	3.131747	0.006317754
7929	1	52.20814	48.88782	3.320317	0.005232001
7930	0	53.68531	50.5417	3.1436	0.006243308
7931	1	53.38307	50.29453	3.088543	0.006596688
7932	0	53.70862	50.53936	3.169255	0.006085175
7933	1	53.28897	50.04106	3.247913	0.005624866
7934	0	53.24447	50.17078	3.073691	0.006695389
7935	1	53.60989	50.48731	3.122581	0.00637593
7936	0	53.70377	50.52915	3.17462	0.006052617
7937	1	53.6199	50.49517	3.12473	0.00636224
7938	0	53.66081	50.46767	3.193135	0.005941584
7939	1	52.0397	49.04932	2.990378	0.0072771
7940	0	53.34981	50.1081	3.241715	0.00565984
7941	1	51.87416	48.53784	3.336326	0.00514891
7942	0	53.55462	50.44237	3.112254	0.006442111
7943	1	53.58502	50.37488	3.210135	0.005841427
7944	0	53.42436	50.33082	3.093542	0.006563794
7945	1	53.70998	50.54441	3.165571	0.006107635
7946	0	53.25273	50.17822	3.07451	0.006689912
7947	1	52.01273	49.02379	2.988939	0.007287578
7948	0	53.55703	50.44437	3.112663	0.006439478
7949	1	53.49264	50.26803	3.224607	0.005757503
7950	0	52.9037	49.62429	3.279406	0.005450486
7951	1	53.30136	50.22187	3.079484	0.006656715
7952	0	53.25362	50.17903	3.074599	0.006689315
7953	1	53.63875	50.43978	3.19897	0.005907017
7954	0	53.58046	50.46366	3.116808	0.006412841
7955	1	53.47384	50.24671	3.227134	0.005742971
7956	0	53.18575	50.11769	3.068061	0.006733192
7957	1	53.37216	50.28489	3.087274	0.006605062
7958	0	53.70494	50.53132	3.173617	0.00605869
7959	1	53.4563	50.22689	3.229402	0.005729959
7960	0	50.08375	46.68044	3.40331	0.004815309
7961	1	53.70938	50.54859	3.160789	0.006136909
7962	0	52.98133	49.7075	3.273826	0.005480981
7963	1	53.69034	50.50777	3.182569	0.006004697
7964	0	53.7069	50.55003	3.156863	0.00616105
7965	1	53.65702	50.4628	3.194219	0.005935147
7966	0	53.69956	50.54875	3.150812	0.006198448
7967	1	53.57118	50.45606	3.115125	0.006423643
7968	0	52.69638	49.66671	3.029662	0.006996767
7969	1	53.19162	49.93468	3.256939	0.005574326
7970	0	53.45489	50.2253	3.229581	0.005728934
7971	1	53.34671	50.10467	3.242044	0.00565798
7972	0	53.70115	50.54928	3.151866	0.006191913
7973	1	53.20373	50.13398	3.069751	0.006721821
7974	0	53.44587	50.21515	3.230713	0.005722453
7975	1	53.26064	50.01	3.250641	0.005609543
7976	0	53.70917	50.54887	3.160306	0.006139878
7977	1	53.6532	50.45792	3.195274	0.005928885
7978	0	50.1902	47.2817	2.908507	0.007897954
7979	1	52.68184	49.65316	3.028679	0.007003651
7980	0	53.69156	50.50957	3.181993	0.006008156
7981	1	52.96559	49.91631	3.049279	0.006860849
7982	0	52.77121	49.73637	3.034834	0.006960674
7983	1	53.63548	50.50715	3.128326	0.006339402
7984	0	53.68607	50.54215	3.143924	0.006241287
7985	1	53.6866	50.54245	3.144148	0.006239887
7986	0	53.40498	50.16937	3.235611	0.005694491
7987	1	53.65623	50.46179	3.19444	0.005933836
7988	0	53.70301	50.52779	3.175226	0.006048951
7989	1	53.70565	50.5327	3.172946	0.006062756
7990	0	53.68391	50.54088	3.143024	0.006246906
7991	1	53.09457	49.82946	3.265103	0.005529003
7992	0	53.17088	49.91214	3.258746	0.005564264
7993	1	53.68684	50.50272	3.18412	0.005995385
7994	0	50.82184	47.88833	2.933512	0.007702911
7995	1	53.4196	50.32665	3.092948	0.006567693
7996	0	53.68875	50.50547	3.183286	0.00600039
7997	1	52.82494	49.78627	3.038671	0.006934018
7998	0	52.76916	49.48071	3.28845	0.005401411
7999	1	53.5963	50.47648	3.119823	0.006393539
8000	0	53.56272	50.34869	3.214026	0.005818746
8001	1	53.32412	50.24221	3.081912	0.006640577
8002	0	53.68048	50.49381	3.186665	0.00598015
8003	1	53.32453	50.24258	3.081956	0.006640283
8004	0	53.65769	50.52351	3.134175	0.006302433
8005	1	52.87255	49.83038	3.042164	0.006909838
8006	0	53.56388	50.45004	3.113841	0.0064319
8007	1	53.70939	50.54168	3.167705	0.006094615
8008	0	52.63279	49.33584	3.296954	0.005355674
8009	1	52.91187	49.86675	3.045123	0.006889426
8010	0	53.35635	50.11533	3.241018	0.005663783
8011	1	53.69853	50.54836	3.150165	0.006202455
8012	0	53.45074	50.22063	3.230104	0.005725938
8013	1	53.57663	50.365	3.211637	0.005832664
8014	0	52.75494	49.46557	3.289366	0.005396468
8015	1	53.30042	50.22104	3.079386	0.006657372
8016	0	53.48885	50.38673	3.102119	0.006507733
8017	1	52.09234	49.09913	2.993219	0.007256459
8018	0	53.11247	50.05103	3.061448	0.006777865
8019	1	53.04806	49.77928	3.268778	0.005508719
8020	0	53.21313	49.95811	3.255025	0.005585004
8021	1	53.52469	50.30467	3.220024	0.005783949
8022	0	53.6959	50.51611	3.179785	0.006021436
8023	1	53.67896	50.53786	3.141098	0.00625895
8024	0	52.87827	49.83568	3.042591	0.006906891
8025	1	53.12127	49.85834	3.262928	0.005541043
8026	0	53.70807	50.53795	3.170118	0.006079928
8027	1	53.14568	49.88479	3.260894	0.005552325
8028	0	53.67108	50.53276	3.138319	0.006276366
8029	1	49.72811	46.31383	3.414282	0.004762765
8030	0	52.65222	49.35644	3.295778	0.005361975
8031	1	53.70608	50.53358	3.172509	0.006065407
8032	0	53.70124	50.52472	3.176523	0.00604111
8033	1	52.70691	49.4145	3.292407	0.005380082
8034	0	53.66441	50.47234	3.192065	0.005947944
8035	1	53.39286	50.15587	3.236997	0.005686604
8036	0	52.46047	49.44602	3.014449	0.007104022
8037	1	53.66678	50.47545	3.191335	0.005952286
8038	0	52.78643	49.4991	3.287329	0.00540747
8039	1	51.69988	48.35581	3.344069	0.005109194
8040	0	53.70863	50.54937	3.159256	0.006146326
8041	1	53.70303	50.54978	3.153249	0.006183356
8042	0	53.16864	50.10216	3.066479	0.006743853
8043	1	53.68803	50.50442	3.183607	0.005998465
8044	0	52.09768	49.10417	2.993509	0.007254352
8045	1	53.69099	50.54486	3.146129	0.006227538
8046	0	53.5196	50.41296	3.106641	0.006478374
8047	1	53.62464	50.42242	3.202227	0.005887808
8048	0	53.62702	50.42532	3.201699	0.005890915
8049	1	53.14689	49.8861	3.260792	0.00555289
8050	0	53.53538	50.42627	3.109101	0.006462457
8051	1	53.52895	50.30956	3.219386	0.005787641
8052	0	53.69783	50.54809	3.149744	0.00620507
8053	1	53.50956	50.28733	3.222233	0.005771187
8054	0	53.08178	50.02298	3.058795	0.006795872
8055	1	53.48578	50.26024	3.225541	0.005752124
8056	0	53.3882	50.15068	3.237523	0.005683614
8057	1	53.68811	50.5433	3.144809	0.006235766
8058	0	53.65794	50.52369	3.134247	0.00630198
8059	1	51.86794	48.53133	3.336609	0.005147453
8060	0	53.43981	50.20834	3.231462	0.005718166
8061	1	51.63299	48.28605	3.346946	0.005094518
8062	0	53.64042	50.44186	3.198562	0.005909424
8063	1	53.64216	50.51218	3.129983	0.006328909
8064	0	53.43483	50.33997	3.094864	0.006555119
8065	1	53.25646	50.18158	3.074882	0.006687423
8066	0	53.0321	49.76209	3.270009	0.005501942
8067	1	53.2867	50.03857	3.248135	0.005623619
8068	0	52.30967	49.30424	3.005436	0.007168343
8069	1	53.65391	50.45883	3.19508	0.005930039
8070	0	53.70819	50.53825	3.169938	0.006081023
8071	1	51.2967	48.34267	2.954025	0.007546511
8072	0	52.28592	49.28186	3.004059	0.00717822
8073	1	53.47757	50.25093	3.22664	0.005745805
8074	0	51.94804	48.96251	2.985531	0.007312457
8075	1	52.24863	48.93038	3.318253	0.00524281
8076	0	53.66853	50.47774	3.190787	0.005955547
8077	1	53.59472	50.38638	3.208334	0.005851959
8078	0	53.58399	50.37367	3.210322	0.005840336
8079	1	52.57585	49.55414	3.021701	0.007052694
